full_name;link;sku;brand_name;weight;price;primePrice;primePriceWithDiscount;oldPrice;oldPrimePrice;priceWithDiscount;discountPercentage;rating;ratingCount;available;warranty;date
Placa De Video Msi Geforce Rtx 4070, Ti Ventus 3x E 12g Oc 12;/produto/523686/placa-de-video-msi-geforce-rtx-4070-ti-ventus-3x-e-12g-oc-12;523686;MSI;1000;4978.84;0;0;0;0;4729.9;5;0;0;True;;2024-04-21 07:08:40.396853
Placa De Video Colorful, Igame Rtx 4070, Ti Ultra W Oc-v;/produto/444724/placa-de-video-colorful-igame-rtx-4070-ti-ultra-w-oc-v;444724;Colorful;1620;5599;0;0;0;0;4927.12;12;0;0;True;;2024-04-21 07:08:40.396853
Placa de Vídeo RTX 4070 Ti Super Gigabyte Windforce NVIDIA GeForce, 16GB GDDR6, DLSS, Ray Tracing - GV-N407TSWF3OC-16GD;/produto/517739/placa-de-video-rtx-4070-ti-super-gigabyte-windforce-nvidia-geforce-16gb-gddr6-dlss-ray-tracing-gv-n407tswf3oc-16gd;517739;Gigabyte;1394;7176.46;6961.17;5916.99;7176.46;7176.46;6099.99;15;4;2;True;36 meses de garantia;2024-04-21 07:08:40.396853
Placa De Video Galax Geforce Rtx 4070 Ti Super SG, OC, 16GB, GDDR6X, 256-BIT - 47UZM6MD6MER;/produto/523380/placa-de-video-galax-geforce-rtx-4070-ti-super-sg-oc-16gb-gddr6x-256-bit-47uzm6md6mer;523380;Galax;2000;8697.39;0;0;0;0;7827.65;10;0;0;True;;2024-04-21 07:08:40.396853
Placa de Vídeo RTX 4070 Ti Gigabyte NVIDIA GeForce, 12 GB GDDR6X, DLSS 3, Ray Tracing - GV-N407TEAGLE OC-12GD;/produto/402564/placa-de-video-rtx-4070-ti-gigabyte-nvidia-geforce-12-gb-gddr6x-dlss-3-ray-tracing-gv-n407teagle-oc-12gd;402564;Gigabyte;1770;7294.11;6390.56;5431.98;7294.11;7294.11;6199.99;15;5;3;True;36 meses de garantia;2024-04-21 07:08:40.396853
Placa de Vídeo RTX 4070 Ti XLR8 Gaming Verto TF OC PNY NVIDIA GeForce, 12GB GDDR6X, DLSS 3, Ray Tracing - VCG4070T12TFXXPB1-O;/produto/403269/placa-de-video-rtx-4070-ti-xlr8-gaming-verto-tf-oc-pny-nvidia-geforce-12gb-gddr6x-dlss-3-ray-tracing-vcg4070t12tfxxpb1-o;403269;Pny;1960;6235.28;6048.22;5140.99;6235.28;6235.28;5299.99;15;5;8;True;36 meses de garantia;2024-04-21 07:08:40.396853
Placa de Vídeo Colorful NVIDIA GeForce RTX 4070 Ti NB EX-V, 12GB GDDR6X, Ray Tracing de 3ª Geração, DLSS 3, G-Sync, 285W TDP, 3xDP + 1xHDMI;/produto/461210/placa-de-video-colorful-nvidia-geforce-rtx-4070-ti-nb-ex-v-12gb-gddr6x-ray-tracing-de-3-geracao-dlss-3-g-sync-285w-tdp-3xdp-1xhdmi;461210;Colorful;2000;5599;0;0;0;0;4927.12;12;0;0;True;;2024-04-21 07:08:40.396853
Placa De Vídeo RTX 4070 TI Super Oc Asus Tuf Gaming Geforce, 16GB, GDDR6x;/produto/528801/placa-de-video-rtx-4070-ti-super-oc-asus-tuf-gaming-geforce-16gb-gddr6x;528801;ASUS;1000;8855.57;0;0;0;0;7970.01;10;5;1;True;;2024-04-21 07:08:40.396853
Placa De Video Colorful, Igame Rtx 4070, Ti Advanced Oc-v;/produto/444376/placa-de-video-colorful-igame-rtx-4070-ti-advanced-oc-v;444376;Colorful;2200;6211;0;0;0;0;5465.68;12;0;0;True;;2024-04-21 07:08:40.396853
Placa De Video Gigabyte Geforce, RTX 4070, Ti Super Eagle Oc, 16GB, Gddr6x, 256 Bits;/produto/550037/placa-de-video-gigabyte-geforce-rtx-4070-ti-super-eagle-oc-16gb-gddr6x-256-bits;550037;Gigabyte;1550;6124.89;0;0;0;0;5389.9;12;0;0;True;;2024-04-21 07:08:40.396853
Placa de Vídeo RTX 4070 Ti Ventus MSI NVIDIA GeForce, 12 GB GDDR6X, DLSS 3, Ray Tracing  - GeForce RTX 4070 Ti VENTUS 3X 12G OC;/produto/403373/placa-de-video-rtx-4070-ti-ventus-msi-nvidia-geforce-12-gb-gddr6x-dlss-3-ray-tracing-geforce-rtx-4070-ti-ventus-3x-12g-oc;403373;MSI;1732;6117.64;5934.11;5043.99;6117.64;6117.64;5199.99;15;4;8;True;36 meses de garantia;2024-04-21 07:19:00.534137
Placa de Vídeo RTX 4070 Ti Super MSI 16G Ventus 2X OC NVIDIA GeForce, 16GB GDDR6X, DLSS, Ray Tracing;/produto/520532/placa-de-video-rtx-4070-ti-super-msi-16g-ventus-2x-oc-nvidia-geforce-16gb-gddr6x-dlss-ray-tracing;520532;MSI;1198;6352.93;0;0;0;0;5399.99;15;5;2;True;12 meses de garantia;2024-04-21 07:19:00.534137
Placa de Vídeo RTX 4070 TI Gaming X Slim 12G MSI NVIDIA GeForce, 12GB GDDR6X, G-Sync, DLSS, Ray Tracing;/produto/495568/placa-de-video-rtx-4070-ti-gaming-x-slim-12g-msi-nvidia-geforce-12gb-gddr6x-g-sync-dlss-ray-tracing;495568;MSI;1890;6117.64;5934.11;5043.99;6117.64;6117.64;5199.99;15;5;9;True;12 meses de garantia;2024-04-21 07:19:00.534137
Placa de Vídeo RTX 4070 Ti Super Gigabyte Gaming OC NVIDIA GeForce, 16GB GDDR6, DLSS, Ray Tracing - GV-N407TSGAMING OC-16GD;/produto/517737/placa-de-video-rtx-4070-ti-super-gigabyte-gaming-oc-nvidia-geforce-16gb-gddr6-dlss-ray-tracing-gv-n407tsgaming-oc-16gd;517737;Gigabyte;1816;6941.16;0;0;0;0;5899.99;15;0;0;True;36 meses de garantia;2024-04-21 07:19:00.534137
Placa de Vídeo RTX 4070 Ti Asus TUF Gaming NVIDIA GeForce, 12 GB GDDR6X, ARGB, DLSS, Ray Tracing - TUF-RTX4070TI-12G-GAMING;/produto/419115/placa-de-video-rtx-4070-ti-asus-tuf-gaming-nvidia-geforce-12-gb-gddr6x-argb-dlss-ray-tracing-tuf-rtx4070ti-12g-gaming;419115;ASUS;2080;6823.52;6618.81;5625.99;6823.52;6823.52;5799.99;15;5;8;True;12 meses de garantia;2024-04-21 07:19:00.534137
Placa De Vídeo RTX 4070 TI Ventus 3x Trio Oc, MSI Nvidia, 12GB, DDR6, 192 Bits - 912-V513001;/produto/418040/placa-de-video-rtx-4070-ti-ventus-3x-trio-oc-msi-nvidia-12gb-ddr6-192-bits-912-v513001;418040;MSI;1730;5255.44;0;0;0;0;4729.9;10;0;0;True;;2024-04-21 07:19:00.534137
Placa de Vídeo RTX 4070 Ti Super MSI 16G Gaming X SLIM NVIDIA GeForce, 16GB GDDR6X, DLSS, Ray Tracing;/produto/520529/placa-de-video-rtx-4070-ti-super-msi-16g-gaming-x-slim-nvidia-geforce-16gb-gddr6x-dlss-ray-tracing;520529;MSI;1800;7411.75;7189.4;6110.99;7411.75;7411.75;6299.99;15;5;2;True;12 meses de garantia;2024-04-21 07:19:00.534137
Placa de Vídeo RTX 4070 Ti Super Gigabyte Aero NVIDIA GeForce, 16GB GDDR6, DLSS, Ray Tracing - GV-N407TSAERO OC-16GD;/produto/517736/placa-de-video-rtx-4070-ti-super-gigabyte-aero-nvidia-geforce-16gb-gddr6-dlss-ray-tracing-gv-n407tsaero-oc-16gd;517736;Gigabyte;1896;6941.16;6732.93;5722.99;6941.16;6941.16;5899.99;15;0;0;True;36 meses de garantia;2024-04-21 07:19:00.534137
Placa de Vídeo RTX 4070 Ti ROG Strix Gaming Asus NVIDIA GeForce, 12 GB GDDR6X, ARGB, Ray Tracing  - ROG-STRIX-RTX4070TI-O12G-GAMING;/produto/403370/placa-de-video-rtx-4070-ti-rog-strix-gaming-asus-nvidia-geforce-12-gb-gddr6x-argb-ray-tracing-rog-strix-rtx4070ti-o12g-gaming;403370;ASUS;2640;7999.99;7303.52;6207.99;7999.99;7999.99;6799.99;15;5;4;True;36 meses de garantia;2024-04-21 07:19:00.534137
Placa de Video RTX 4070 Ti Super GamingPro WHITE OC Palit NVIDIA GeForce, 16GB GDDR6X, DLSS, Ray Trancing, G-Sync - NED47TST19T2-1043W;/produto/520739/placa-de-video-rtx-4070-ti-super-gamingpro-white-oc-palit-nvidia-geforce-16gb-gddr6x-dlss-ray-trancing-g-sync-ned47tst19t2-1043w;520739;PALIT;2182;6941.16;6705.87;5699.99;6941.16;6941.16;5899.99;15;0;0;True;24 meses de garantia;2024-04-21 07:19:00.534137
Placa De Video Msi Geforce Rtx 4070, Ti Ventus 3x E 12g Oc 12;/produto/523686/placa-de-video-msi-geforce-rtx-4070-ti-ventus-3x-e-12g-oc-12;523686;MSI;1000;4978.84;0;0;0;0;4729.9;5;0;0;True;;2024-04-21 07:19:00.534137
Placa De Video Colorful, Igame Rtx 4070, Ti Ultra W Oc-v;/produto/444724/placa-de-video-colorful-igame-rtx-4070-ti-ultra-w-oc-v;444724;Colorful;1620;5599;0;0;0;0;4927.12;12;0;0;True;;2024-04-21 07:19:00.534137
Placa de Vídeo RTX 4070 Ti Super Gigabyte Windforce NVIDIA GeForce, 16GB GDDR6, DLSS, Ray Tracing - GV-N407TSWF3OC-16GD;/produto/517739/placa-de-video-rtx-4070-ti-super-gigabyte-windforce-nvidia-geforce-16gb-gddr6-dlss-ray-tracing-gv-n407tswf3oc-16gd;517739;Gigabyte;1394;7176.46;6961.17;5916.99;7176.46;7176.46;6099.99;15;4;2;True;36 meses de garantia;2024-04-21 07:19:00.534137
Placa De Video Galax Geforce Rtx 4070 Ti Super SG, OC, 16GB, GDDR6X, 256-BIT - 47UZM6MD6MER;/produto/523380/placa-de-video-galax-geforce-rtx-4070-ti-super-sg-oc-16gb-gddr6x-256-bit-47uzm6md6mer;523380;Galax;2000;8697.39;0;0;0;0;7827.65;10;0;0;True;;2024-04-21 07:19:00.534137
Placa de Vídeo RTX 4070 Ti Gigabyte NVIDIA GeForce, 12 GB GDDR6X, DLSS 3, Ray Tracing - GV-N407TEAGLE OC-12GD;/produto/402564/placa-de-video-rtx-4070-ti-gigabyte-nvidia-geforce-12-gb-gddr6x-dlss-3-ray-tracing-gv-n407teagle-oc-12gd;402564;Gigabyte;1770;7294.11;6390.56;5431.98;7294.11;7294.11;6199.99;15;5;3;True;36 meses de garantia;2024-04-21 07:19:00.534137
Placa de Vídeo RTX 4070 Ti XLR8 Gaming Verto TF OC PNY NVIDIA GeForce, 12GB GDDR6X, DLSS 3, Ray Tracing - VCG4070T12TFXXPB1-O;/produto/403269/placa-de-video-rtx-4070-ti-xlr8-gaming-verto-tf-oc-pny-nvidia-geforce-12gb-gddr6x-dlss-3-ray-tracing-vcg4070t12tfxxpb1-o;403269;Pny;1960;6235.28;6048.22;5140.99;6235.28;6235.28;5299.99;15;5;8;True;36 meses de garantia;2024-04-21 07:19:00.534137
Placa de Vídeo Colorful NVIDIA GeForce RTX 4070 Ti NB EX-V, 12GB GDDR6X, Ray Tracing de 3ª Geração, DLSS 3, G-Sync, 285W TDP, 3xDP + 1xHDMI;/produto/461210/placa-de-video-colorful-nvidia-geforce-rtx-4070-ti-nb-ex-v-12gb-gddr6x-ray-tracing-de-3-geracao-dlss-3-g-sync-285w-tdp-3xdp-1xhdmi;461210;Colorful;2000;5599;0;0;0;0;4927.12;12;0;0;True;;2024-04-21 07:19:00.534137
Placa De Vídeo RTX 4070 TI Super Oc Asus Tuf Gaming Geforce, 16GB, GDDR6x;/produto/528801/placa-de-video-rtx-4070-ti-super-oc-asus-tuf-gaming-geforce-16gb-gddr6x;528801;ASUS;1000;8855.57;0;0;0;0;7970.01;10;5;1;True;;2024-04-21 07:19:00.534137
Placa De Video Colorful, Igame Rtx 4070, Ti Advanced Oc-v;/produto/444376/placa-de-video-colorful-igame-rtx-4070-ti-advanced-oc-v;444376;Colorful;2200;6211;0;0;0;0;5465.68;12;0;0;True;;2024-04-21 07:19:00.534137
Placa De Video Gigabyte Geforce, RTX 4070, Ti Super Eagle Oc, 16GB, Gddr6x, 256 Bits;/produto/550037/placa-de-video-gigabyte-geforce-rtx-4070-ti-super-eagle-oc-16gb-gddr6x-256-bits;550037;Gigabyte;1550;6124.89;0;0;0;0;5389.9;12;0;0;True;;2024-04-21 07:19:00.534137
Placa de Vídeo RTX 4070 Ti Ventus MSI NVIDIA GeForce, 12 GB GDDR6X, DLSS 3, Ray Tracing  - GeForce RTX 4070 Ti VENTUS 3X 12G OC;/produto/403373/placa-de-video-rtx-4070-ti-ventus-msi-nvidia-geforce-12-gb-gddr6x-dlss-3-ray-tracing-geforce-rtx-4070-ti-ventus-3x-12g-oc;403373;MSI;1732;6117.64;5934.11;5043.99;6117.64;6117.64;5199.99;15;4;8;True;36 meses de garantia;2024-04-21 07:29:21.043206
Placa de Vídeo RTX 4070 Ti Super MSI 16G Ventus 2X OC NVIDIA GeForce, 16GB GDDR6X, DLSS, Ray Tracing;/produto/520532/placa-de-video-rtx-4070-ti-super-msi-16g-ventus-2x-oc-nvidia-geforce-16gb-gddr6x-dlss-ray-tracing;520532;MSI;1198;6352.93;0;0;0;0;5399.99;15;5;2;True;12 meses de garantia;2024-04-21 07:29:21.043206
Placa de Vídeo RTX 4070 TI Gaming X Slim 12G MSI NVIDIA GeForce, 12GB GDDR6X, G-Sync, DLSS, Ray Tracing;/produto/495568/placa-de-video-rtx-4070-ti-gaming-x-slim-12g-msi-nvidia-geforce-12gb-gddr6x-g-sync-dlss-ray-tracing;495568;MSI;1890;6117.64;5934.11;5043.99;6117.64;6117.64;5199.99;15;5;9;True;12 meses de garantia;2024-04-21 07:29:21.043206
Placa de Vídeo RTX 4070 Ti Super Gigabyte Gaming OC NVIDIA GeForce, 16GB GDDR6, DLSS, Ray Tracing - GV-N407TSGAMING OC-16GD;/produto/517737/placa-de-video-rtx-4070-ti-super-gigabyte-gaming-oc-nvidia-geforce-16gb-gddr6-dlss-ray-tracing-gv-n407tsgaming-oc-16gd;517737;Gigabyte;1816;6941.16;0;0;0;0;5899.99;15;0;0;True;36 meses de garantia;2024-04-21 07:29:21.043206
Placa de Vídeo RTX 4070 Ti Asus TUF Gaming NVIDIA GeForce, 12 GB GDDR6X, ARGB, DLSS, Ray Tracing - TUF-RTX4070TI-12G-GAMING;/produto/419115/placa-de-video-rtx-4070-ti-asus-tuf-gaming-nvidia-geforce-12-gb-gddr6x-argb-dlss-ray-tracing-tuf-rtx4070ti-12g-gaming;419115;ASUS;2080;6823.52;6618.81;5625.99;6823.52;6823.52;5799.99;15;5;8;True;12 meses de garantia;2024-04-21 07:29:21.043206
Placa De Vídeo RTX 4070 TI Ventus 3x Trio Oc, MSI Nvidia, 12GB, DDR6, 192 Bits - 912-V513001;/produto/418040/placa-de-video-rtx-4070-ti-ventus-3x-trio-oc-msi-nvidia-12gb-ddr6-192-bits-912-v513001;418040;MSI;1730;5255.44;0;0;0;0;4729.9;10;0;0;True;;2024-04-21 07:29:21.043206
Placa de Vídeo RTX 4070 Ti Super MSI 16G Gaming X SLIM NVIDIA GeForce, 16GB GDDR6X, DLSS, Ray Tracing;/produto/520529/placa-de-video-rtx-4070-ti-super-msi-16g-gaming-x-slim-nvidia-geforce-16gb-gddr6x-dlss-ray-tracing;520529;MSI;1800;7411.75;7189.4;6110.99;7411.75;7411.75;6299.99;15;5;2;True;12 meses de garantia;2024-04-21 07:29:21.043206
Placa de Vídeo RTX 4070 Ti Super Gigabyte Aero NVIDIA GeForce, 16GB GDDR6, DLSS, Ray Tracing - GV-N407TSAERO OC-16GD;/produto/517736/placa-de-video-rtx-4070-ti-super-gigabyte-aero-nvidia-geforce-16gb-gddr6-dlss-ray-tracing-gv-n407tsaero-oc-16gd;517736;Gigabyte;1896;6941.16;6732.93;5722.99;6941.16;6941.16;5899.99;15;0;0;True;36 meses de garantia;2024-04-21 07:29:21.043206
Placa de Vídeo RTX 4070 Ti ROG Strix Gaming Asus NVIDIA GeForce, 12 GB GDDR6X, ARGB, Ray Tracing  - ROG-STRIX-RTX4070TI-O12G-GAMING;/produto/403370/placa-de-video-rtx-4070-ti-rog-strix-gaming-asus-nvidia-geforce-12-gb-gddr6x-argb-ray-tracing-rog-strix-rtx4070ti-o12g-gaming;403370;ASUS;2640;7999.99;7303.52;6207.99;7999.99;7999.99;6799.99;15;5;4;True;36 meses de garantia;2024-04-21 07:29:21.043206
Placa de Video RTX 4070 Ti Super GamingPro WHITE OC Palit NVIDIA GeForce, 16GB GDDR6X, DLSS, Ray Trancing, G-Sync - NED47TST19T2-1043W;/produto/520739/placa-de-video-rtx-4070-ti-super-gamingpro-white-oc-palit-nvidia-geforce-16gb-gddr6x-dlss-ray-trancing-g-sync-ned47tst19t2-1043w;520739;PALIT;2182;6941.16;6705.87;5699.99;6941.16;6941.16;5899.99;15;0;0;True;24 meses de garantia;2024-04-21 07:29:21.043206
Placa De Video Msi Geforce Rtx 4070, Ti Ventus 3x E 12g Oc 12;/produto/523686/placa-de-video-msi-geforce-rtx-4070-ti-ventus-3x-e-12g-oc-12;523686;MSI;1000;4978.84;0;0;0;0;4729.9;5;0;0;True;;2024-04-21 07:29:21.043206
Placa De Video Colorful, Igame Rtx 4070, Ti Ultra W Oc-v;/produto/444724/placa-de-video-colorful-igame-rtx-4070-ti-ultra-w-oc-v;444724;Colorful;1620;5599;0;0;0;0;4927.12;12;0;0;True;;2024-04-21 07:29:21.043206
Placa de Vídeo RTX 4070 Ti Super Gigabyte Windforce NVIDIA GeForce, 16GB GDDR6, DLSS, Ray Tracing - GV-N407TSWF3OC-16GD;/produto/517739/placa-de-video-rtx-4070-ti-super-gigabyte-windforce-nvidia-geforce-16gb-gddr6-dlss-ray-tracing-gv-n407tswf3oc-16gd;517739;Gigabyte;1394;7176.46;6961.17;5916.99;7176.46;7176.46;6099.99;15;4;2;True;36 meses de garantia;2024-04-21 07:29:21.043206
Placa De Video Galax Geforce Rtx 4070 Ti Super SG, OC, 16GB, GDDR6X, 256-BIT - 47UZM6MD6MER;/produto/523380/placa-de-video-galax-geforce-rtx-4070-ti-super-sg-oc-16gb-gddr6x-256-bit-47uzm6md6mer;523380;Galax;2000;8697.39;0;0;0;0;7827.65;10;0;0;True;;2024-04-21 07:29:21.043206
Placa de Vídeo RTX 4070 Ti Gigabyte NVIDIA GeForce, 12 GB GDDR6X, DLSS 3, Ray Tracing - GV-N407TEAGLE OC-12GD;/produto/402564/placa-de-video-rtx-4070-ti-gigabyte-nvidia-geforce-12-gb-gddr6x-dlss-3-ray-tracing-gv-n407teagle-oc-12gd;402564;Gigabyte;1770;7294.11;6390.56;5431.98;7294.11;7294.11;6199.99;15;5;3;True;36 meses de garantia;2024-04-21 07:29:21.043206
Placa de Vídeo RTX 4070 Ti XLR8 Gaming Verto TF OC PNY NVIDIA GeForce, 12GB GDDR6X, DLSS 3, Ray Tracing - VCG4070T12TFXXPB1-O;/produto/403269/placa-de-video-rtx-4070-ti-xlr8-gaming-verto-tf-oc-pny-nvidia-geforce-12gb-gddr6x-dlss-3-ray-tracing-vcg4070t12tfxxpb1-o;403269;Pny;1960;6235.28;6048.22;5140.99;6235.28;6235.28;5299.99;15;5;8;True;36 meses de garantia;2024-04-21 07:29:21.043206
Placa de Vídeo Colorful NVIDIA GeForce RTX 4070 Ti NB EX-V, 12GB GDDR6X, Ray Tracing de 3ª Geração, DLSS 3, G-Sync, 285W TDP, 3xDP + 1xHDMI;/produto/461210/placa-de-video-colorful-nvidia-geforce-rtx-4070-ti-nb-ex-v-12gb-gddr6x-ray-tracing-de-3-geracao-dlss-3-g-sync-285w-tdp-3xdp-1xhdmi;461210;Colorful;2000;5599;0;0;0;0;4927.12;12;0;0;True;;2024-04-21 07:29:21.043206
Placa De Vídeo RTX 4070 TI Super Oc Asus Tuf Gaming Geforce, 16GB, GDDR6x;/produto/528801/placa-de-video-rtx-4070-ti-super-oc-asus-tuf-gaming-geforce-16gb-gddr6x;528801;ASUS;1000;8855.57;0;0;0;0;7970.01;10;5;1;True;;2024-04-21 07:29:21.043206
Placa De Video Colorful, Igame Rtx 4070, Ti Advanced Oc-v;/produto/444376/placa-de-video-colorful-igame-rtx-4070-ti-advanced-oc-v;444376;Colorful;2200;6211;0;0;0;0;5465.68;12;0;0;True;;2024-04-21 07:29:21.043206
Placa De Video Gigabyte Geforce, RTX 4070, Ti Super Eagle Oc, 16GB, Gddr6x, 256 Bits;/produto/550037/placa-de-video-gigabyte-geforce-rtx-4070-ti-super-eagle-oc-16gb-gddr6x-256-bits;550037;Gigabyte;1550;6124.89;0;0;0;0;5389.9;12;0;0;True;;2024-04-21 07:29:21.043206
Placa de Vídeo RTX 4070 Ti Ventus MSI NVIDIA GeForce, 12 GB GDDR6X, DLSS 3, Ray Tracing  - GeForce RTX 4070 Ti VENTUS 3X 12G OC;/produto/403373/placa-de-video-rtx-4070-ti-ventus-msi-nvidia-geforce-12-gb-gddr6x-dlss-3-ray-tracing-geforce-rtx-4070-ti-ventus-3x-12g-oc;403373;MSI;1732;6117.64;5934.11;5043.99;6117.64;6117.64;5199.99;15;4;8;True;36 meses de garantia;2024-04-21 07:39:39.826961
Placa de Vídeo RTX 4070 Ti Super MSI 16G Ventus 2X OC NVIDIA GeForce, 16GB GDDR6X, DLSS, Ray Tracing;/produto/520532/placa-de-video-rtx-4070-ti-super-msi-16g-ventus-2x-oc-nvidia-geforce-16gb-gddr6x-dlss-ray-tracing;520532;MSI;1198;6352.93;0;0;0;0;5399.99;15;5;2;True;12 meses de garantia;2024-04-21 07:39:39.826961
Placa de Vídeo RTX 4070 TI Gaming X Slim 12G MSI NVIDIA GeForce, 12GB GDDR6X, G-Sync, DLSS, Ray Tracing;/produto/495568/placa-de-video-rtx-4070-ti-gaming-x-slim-12g-msi-nvidia-geforce-12gb-gddr6x-g-sync-dlss-ray-tracing;495568;MSI;1890;6117.64;5934.11;5043.99;6117.64;6117.64;5199.99;15;5;9;True;12 meses de garantia;2024-04-21 07:39:39.826961
Placa de Vídeo RTX 4070 Ti Super Gigabyte Gaming OC NVIDIA GeForce, 16GB GDDR6, DLSS, Ray Tracing - GV-N407TSGAMING OC-16GD;/produto/517737/placa-de-video-rtx-4070-ti-super-gigabyte-gaming-oc-nvidia-geforce-16gb-gddr6-dlss-ray-tracing-gv-n407tsgaming-oc-16gd;517737;Gigabyte;1816;6941.16;0;0;0;0;5899.99;15;0;0;True;36 meses de garantia;2024-04-21 07:39:39.826961
Placa de Vídeo RTX 4070 Ti Asus TUF Gaming NVIDIA GeForce, 12 GB GDDR6X, ARGB, DLSS, Ray Tracing - TUF-RTX4070TI-12G-GAMING;/produto/419115/placa-de-video-rtx-4070-ti-asus-tuf-gaming-nvidia-geforce-12-gb-gddr6x-argb-dlss-ray-tracing-tuf-rtx4070ti-12g-gaming;419115;ASUS;2080;6823.52;6618.81;5625.99;6823.52;6823.52;5799.99;15;5;8;True;12 meses de garantia;2024-04-21 07:39:39.826961
